ICD-9-CM CODE,CCS CATEGORY,CCS CATEGORY DESCRIPTION,ICD-9-CM CODE DESCRIPTION
11.53,19,Ot Rx eye,RX CORNEA LAC W CONJ FLP
11.59,19,Ot Rx eye,CORNEAL REPAIR NEC
11.71,19,Ot Rx eye,KERATOMELEUSIS
11.72,19,Ot Rx eye,KERATOPHAKIA
11.73,19,Ot Rx eye,KERATOPROSTHESIS
11.74,19,Ot Rx eye,THERMOKERATOPLASTY
11.75,19,Ot Rx eye,RADIAL KERATOTOMY (Begin 1989)
11.76,19,Ot Rx eye,EPIKERATOPHAKIA (Begin 1989)
11.79,19,Ot Rx eye,CORNEA RECONSTRUCT NEC
11.91,19,Ot Rx eye,CORNEAL TATTOOING
11.92,19,Ot Rx eye,REMOVE CORNEAL IMPLANT
11.99,19,Ot Rx eye,CORNEAL OPERATION NEC
96.51,19,Ot Rx eye,IRRIGATION OF EYE
97.31,19,Ot Rx eye,REMOVE EYE PROSTHESIS
12.00,20,Ot intraocul,REMOV ANT SEGMNT FB NOS
12.01,20,Ot intraocul,MAGNET REMOV ANT SEG FB
12.02,20,Ot intraocul,NONMAG REMOV ANT SEG FB
12.11,20,Ot intraocul,IRIDOTOMY W TRANSFIXION
12.12,20,Ot intraocul,IRIDOTOMY NEC
12.13,20,Ot intraocul,PROLAPSED IRIS EXCISION
12.14,20,Ot intraocul,IRIDECTOMY NEC
12.31,20,Ot intraocul,GONIOSYNECHIAE LYSIS
12.32,20,Ot intraocul,ANT SYNECHIA LYSIS NEC
12.33,20,Ot intraocul,POST SYNECHIAE LYSIS
12.34,20,Ot intraocul,CORNEOVITREAL ADHESIOLYS
12.35,20,Ot intraocul,COREOPLASTY
12.39,20,Ot intraocul,IRIDOPLASTY NEC
12.40,20,Ot intraocul,REMOV ANT SEGMNT LES NOS
12.41,20,Ot intraocul,NONEXC DESTRUC IRIS LES
12.42,20,Ot intraocul,EXCISION OF IRIS LESION
12.43,20,Ot intraocul,NONEXC DESTR CIL BOD LES
12.44,20,Ot intraocul,EXCISE CILIARY BODY LES
12.81,20,Ot intraocul,SUTURE SCLERAL LACER
12.82,20,Ot intraocul,SCLERAL FISTULA REPAIR
12.83,20,Ot intraocul,REVIS ANT SEG OP WND NEC
12.84,20,Ot intraocul,DESTRUCT SCLERAL LESION
12.85,20,Ot intraocul,REPAIR STAPHYLOM W GRAFT
12.86,20,Ot intraocul,REP SCLER STAPHYLOMA NEC
12.87,20,Ot intraocul,GRAFT REINFORCE SCLERA
12.88,20,Ot intraocul,SCLERA REINFORCEMENT NEC
12.89,20,Ot intraocul,SCLERAL OPERATION NEC
12.91,20,Ot intraocul,THERAPEUT EVAC ANT CHAMB
12.92,20,Ot intraocul,ANTERIOR CHAMBER INJECT
12.93,20,Ot intraocul,REMOV EPITHEL DOWNGROWTH
12.97,20,Ot intraocul,IRIS OPERATION NEC
12.98,20,Ot intraocul,CILIARY BODY OP NEC
12.99,20,Ot intraocul,ANTERIOR CHAMBER OP NEC
13.00,20,Ot intraocul,REMOVE FB LENS NOS
13.01,20,Ot intraocul,MAGNET REMOVE FB LENS
13.02,20,Ot intraocul,NONMAGNET REMOVE FB LENS
14.00,20,Ot intraocul,REMOV POST SEGMNT FB NOS
14.01,20,Ot intraocul,MAGNET REMOV POST SEG FB
14.02,20,Ot intraocul,NONMAG REMOV POST SEG FB
14.6,20,Ot intraocul,REMOV PROS MAT POST SEG
14.71,20,Ot intraocul,ANTERIOR REMOV VITREOUS
14.72,20,Ot intraocul,VITREOUS REMOVAL NEC
14.73,20,Ot intraocul,ANTERIOR MECHAN VITRECT
14.74,20,Ot intraocul,MECH VITRECTOMY NEC
14.75,20,Ot intraocul,VITREOUS SUBSTITUT INJEC
14.79,20,Ot intraocul,VITREOUS OPERATION NEC
14.81,20,Ot intraocul,Imp epiretinal prosth (Begin 2013)
14.82,20,Ot intraocul,Rem epiretinal prosth (Begin 2013)
14.83,20,Ot intraocul,Rev/repl epiretinal pros (Begin 2013)
14.9,20,Ot intraocul,OTHER POST SEGMENT OPS
15.11,21,Ot extraocul,ONE EXTRAOC MUS RECESS
15.12,21,Ot extraocul,1 EXTRAOC MUSCL ADVANCE
15.13,21,Ot extraocul,1 EXTRAOC MUSCL RESECT
15.19,21,Ot extraocul,XTRAOC MUS OP/DETACH NEC
15.21,21,Ot extraocul,LENGTHEN 1 EXTRAOC MUSC
15.22,21,Ot extraocul,SHORTEN 1 EXTRAOC MUSC
15.29,21,Ot extraocul,OP ON 1 EXTRAOC MUSC NEC
15.3,21,Ot extraocul,TEMP DETACH >1 XTROC MUS
15.4,21,Ot extraocul,OTH OP ON >L EXTRAOC MUS
15.5,21,Ot extraocul,EXTRAOCUL MUS TRANSPOSIT
15.6,21,Ot extraocul,REVIS EXTRAOC MUSC SURG
15.7,21,Ot extraocul,EXTRAOC MUSC INJ REPAIR
15.9,21,Ot extraocul,OTH EXTRAOC MUS-TEND OP
16.01,21,Ot extraocul,ORBITOTOMY W BONE FLAP
16.02,21,Ot extraocul,ORBITOTOMY W IMPLANT
16.09,21,Ot extraocul,ORBITOTOMY NEC
16.1,21,Ot extraocul,REMOVE PENETRAT FB EYE
16.31,21,Ot extraocul,EYE EVISC W SYNCH IMPLAN
16.39,21,Ot extraocul,EYEBALL EVISCERATION NEC
16.41,21,Ot extraocul,EYE ENUC/IMPLAN/MUSC ATT
16.42,21,Ot extraocul,EYE ENUC W IMPLANT NEC
16.49,21,Ot extraocul,EYEBALL ENUCLEATION NEC
16.51,21,Ot extraocul,RADICAL ORBITOMAXILLECT
16.52,21,Ot extraocul,ORBIT EXENT W BONE REMOV
16.59,21,Ot extraocul,ORBITAL EXENTERATION NEC
16.61,21,Ot extraocul,2NDRY OCULAR IMP INSERT
16.62,21,Ot extraocul,REVIS/REINSERT OCUL IMP
16.63,21,Ot extraocul,REVIS ENUC SOCKET W GRFT
16.64,21,Ot extraocul,ENUC SOCKET REVIS NEC
16.65,21,Ot extraocul,2NDRY EXENT CAVITY GRAFT
16.66,21,Ot extraocul,REVIS EXENTER CAVITY NEC
16.69,21,Ot extraocul,2ND OP POST EYE REM NEC
16.71,21,Ot extraocul,REMOVE OCULAR IMPLANT
16.72,21,Ot extraocul,REMOVE ORBITAL IMPLANT
16.81,21,Ot extraocul,REPAIR OF ORBITAL WOUND
16.82,21,Ot extraocul,REPAIR EYEBALL RUPTURE
16.89,21,Ot extraocul,EYE/ORBIT INJ REPAIR NEC
16.91,21,Ot extraocul,RETROBULBAR INJECTION
16.92,21,Ot extraocul,EXCISION ORBITAL LESION
16.93,21,Ot extraocul,EXCISION EYE LESION NOS
16.98,21,Ot extraocul,OPERATION ON ORBIT NEC
16.99,21,Ot extraocul,OPERATION ON EYEBALL NEC
19.4,22,Tympanoplas,MYRINGOPLASTY
19.52,22,Tympanoplas,TYPE 2 TYMPANOPLASTY
19.53,22,Tympanoplas,TYPE 3 TYMPANOPLASTY
19.54,22,Tympanoplas,TYPE 4 TYMPANOPLASTY
19.55,22,Tympanoplas,TYPE 5 TYMPANOPLASTY
19.6,22,Tympanoplas,TYMPANOPLASTY REVISION
20.01,23,Myringotomy,MYRINGOTOMY W INTUBATION
20.09,23,Myringotomy,MYRINGOTOMY NEC
20.41,24,Mastoidectom,SIMPLE MASTOIDECTOMY
20.42,24,Mastoidectom,RADICAL MASTOIDECTOMY
20.49,24,Mastoidectom,MASTOIDECTOMY NEC
18.11,25,Dx procs ear,OTOSCOPY
18.12,25,Dx procs ear,EXTERNAL EAR BIOPSY
18.19,25,Dx procs ear,EXT EAR DIAGNOS PROC NEC
20.31,25,Dx procs ear,ELECTROCOCHLEOGRAPHY
20.32,25,Dx procs ear,MID & INNER EAR BIOPSY
20.39,25,Dx procs ear,MID/IN EAR DX PROC NEC
18.01,26,Ot Rx ear pr,PIERCING OF EAR LOBE
18.02,26,Ot Rx ear pr,EXT AUDITORY CANAL INCIS
18.09,26,Ot Rx ear pr,EXTERNAL EAR INCIS NEC
18.21,26,Ot Rx ear pr,PREAURICULAR SINUS EXCIS
18.29,26,Ot Rx ear pr,DESTRUCT EXT EAR LES NEC
18.31,26,Ot Rx ear pr,RAD EXCIS EXT EAR LES
18.39,26,Ot Rx ear pr,EXCIS EXTERNAL EAR NEC
18.4,26,Ot Rx ear pr,SUTURE EXT EAR LAC
18.5,26,Ot Rx ear pr,CORRECTION PROMINENT EAR
18.6,26,Ot Rx ear pr,EXT AUDIT CANAL RECONSTR
18.71,26,Ot Rx ear pr,CONSTRUCTION EAR AURICLE
18.72,26,Ot Rx ear pr,REATTACH AMPUTATED EAR
18.79,26,Ot Rx ear pr,PLASTIC REP EXT EAR NEC
18.9,26,Ot Rx ear pr,OTHER EXT EAR OPERATIONS
19.0,26,Ot Rx ear pr,STAPES MOBILIZATION
19.11,26,Ot Rx ear pr,STAPEDECT W REPLAC INCUS
19.19,26,Ot Rx ear pr,STAPEDECTOMY NEC
19.21,26,Ot Rx ear pr,REV STAPDEC W INCUS REPL
19.29,26,Ot Rx ear pr,STAPEDECTOMY REVIS NEC
19.3,26,Ot Rx ear pr,OSSICULAR CHAIN OP NEC
19.9,26,Ot Rx ear pr,MIDDLE EAR REPAIR NEC
20.1,26,Ot Rx ear pr,TYMPANOSTOMY TUBE REMOVE
20.21,26,Ot Rx ear pr,MASTOID INCISION
20.22,26,Ot Rx ear pr,PETRUS PYRAM AIR CEL INC
20.23,26,Ot Rx ear pr,MIDDLE EAR INCISION
20.51,26,Ot Rx ear pr,EXCISE MIDDLE EAR LESION
20.59,26,Ot Rx ear pr,MIDDLE EAR EXCISION NEC
20.61,26,Ot Rx ear pr,INNER EAR FENESTRATION
20.62,26,Ot Rx ear pr,REVIS INNER EAR FENESTRA
20.71,26,Ot Rx ear pr,ENDOLYMPHATIC SHUNT
20.72,26,Ot Rx ear pr,INNER EAR INJECTION
20.79,26,Ot Rx ear pr,INC/EXC/DESTR IN EAR NEC
20.8,26,Ot Rx ear pr,EUSTACHIAN TUBE OPS
20.91,26,Ot Rx ear pr,TYMPANOSYMPATHECTOMY
20.92,26,Ot Rx ear pr,MASTOIDECTOMY REVISION
20.93,26,Ot Rx ear pr,REPAIR OVAL/ROUND WINDOW
20.94,26,Ot Rx ear pr,TYMPANIC INJECTION
20.95,26,Ot Rx ear pr,ELECMAG HEAR DEV IMPLANT
20.96,26,Ot Rx ear pr,IMPLT COCHLEAR PROST NOS (Begin 1986)
20.97,26,Ot Rx ear pr,IMP/REP SCHAN COCH PROS (Begin 1986)
20.98,26,Ot Rx ear pr,IMP/REP MCHAN COCHL PROS (Begin 1986)
20.99,26,Ot Rx ear pr,MID-INNER EAR OPS NEC
96.11,26,Ot Rx ear pr,PACK EXT AUDITORY CANAL
96.52,26,Ot Rx ear pr,IRRIGATION OF EAR
21.00,27,Ctrl epistax,CONTROL OF EPISTAXIS NOS
21.01,27,Ctrl epistax,ANT NASAL PACK FOR EPIST
21.02,27,Ctrl epistax,POST NASAL PAC FOR EPIST
21.03,27,Ctrl epistax,CAUTERY TO STOP EPISTAX
21.04,27,Ctrl epistax,ETHMOID ART LIGAT-EPIST
21.05,27,Ctrl epistax,MAX ART LIG FOR EPISTAX
21.06,27,Ctrl epistax,EXT CAROT ART LIG-EPIST
21.07,27,Ctrl epistax,NASAL SEPT GRFT-EPISTAX
21.09,27,Ctrl epistax,EPISTAXIS CONTROL NEC
21.5,28,Plst pr nose,SUBMUC NASAL SEPT RESECT
21.81,28,Plst pr nose,NASAL LACERATION SUTURE
21.82,28,Plst pr nose,NASAL FISTULA CLOSURE
21.83,28,Plst pr nose,TOT NASAL RECONSTRUCTION
21.84,28,Plst pr nose,REVISION RHINOPLASTY
21.85,28,Plst pr nose,AUGMENTATION RHINOPLASTY
21.86,28,Plst pr nose,LIMITED RHINOPLASTY
21.87,28,Plst pr nose,RHINOPLASTY NEC
21.88,28,Plst pr nose,SEPTOPLASTY NEC
21.89,28,Plst pr nose,NASAL REPAIR NEC
23.01,29,Dental procs,DECIDUOUS TOOTH EXTRACT
23.09,29,Dental procs,TOOTH EXTRACTION NEC
23.11,29,Dental procs,RESIDUAL ROOT REMOVAL
23.19,29,Dental procs,SURG TOOTH EXTRACT NEC
23.2,29,Dental procs,TOOTH RESTOR BY FILLING
23.3,29,Dental procs,TOOTH RESTORAT BY INLAY
23.41,29,Dental procs,CROWN APPLICATION
23.42,29,Dental procs,FIXED BRIDGE INSERTION
23.43,29,Dental procs,INSERT REMOVABLE BRIDGE
23.49,29,Dental procs,DENTAL RESTORATION NEC
23.5,29,Dental procs,TOOTH IMPLANTATION
23.6,29,Dental procs,PROSTHET DENTAL IMPLANT
23.70,29,Dental procs,ROOT CANAL NOS
23.71,29,Dental procs,ROOT CANAL W IRRIGATION
23.72,29,Dental procs,ROOT CANAL W APICOECTOMY
23.73,29,Dental procs,APICOECTOMY
24.4,29,Dental procs,EXC OF DENTAL LES OF JAW
24.5,29,Dental procs,ALVEOLOPLASTY
24.6,29,Dental procs,EXPOSURE OF TOOTH
24.7,29,Dental procs,ORTHODON APPLIANC APPLIC
24.8,29,Dental procs,OTHER ORTHODONTIC OPERAT
24.91,29,Dental procs,EXTEN BUCCOLABIAL/SULCUS
24.99,29,Dental procs,DENTAL OPERATION NEC
96.54,29,Dental procs,DENTAL SCALING & DEBRIDE
97.22,29,Dental procs,REPLACE DENTAL PACKING
97.33,29,Dental procs,REMOVE DENTAL WIRING
97.34,29,Dental procs,REMOVE DENTAL PACKING
97.35,29,Dental procs,REMOVE DENTAL PROSTHESIS
99.97,29,Dental procs,DENTURE FITTING
28.2,30,Tonsillect,TONSILLECTOMY
28.3,30,Tonsillect,TONSILLECTOMY/ADENOIDEC
28.6,30,Tonsillect,ADENOIDECTOMY
28.7,30,Tonsillect,HEMORR CONTRL POST T & A
21.21,31,Dx nose mout,RHINOSCOPY
21.22,31,Dx nose mout,NASAL BIOPSY
21.29,31,Dx nose mout,NASAL DX PROC NEC
22.11,31,Dx nose mout,(CLOSED) NASAL SINUS BX (Begin 1988)
22.12,31,Dx nose mout,OPEN BIOPSY NASAL SINUS (Begin 1988)
22.19,31,Dx nose mout,NASAL SINUS DX PROC NEC
24.11,31,Dx nose mout,GUM BIOPSY
24.12,31,Dx nose mout,ALVEOLUS BIOPSY
24.19,31,Dx nose mout,TOOTH & GUM DX PROC NEC
25.01,31,Dx nose mout,(CLOSED) BIOPSY OF TONGUE (Begin 1988)
25.02,31,Dx nose mout,(OPEN)OTH BIOPSY OF TONGUE(Begin 1988)
25.09,31,Dx nose mout,TONGUE DX PROCEDURE NEC
26.11,31,Dx nose mout,(CLOS)BX SALIV GLAND/DUCT(Begin 1988)
26.12,31,Dx nose mout,OPEN BX SALIV GLAND/DUCT (Begin 1988)
26.19,31,Dx nose mout,SALIV GLND DX PROC NEC
27.21,31,Dx nose mout,BONY PALATE BIOPSY
27.22,31,Dx nose mout,UVULA & SOFT PALATE BX
27.23,31,Dx nose mout,LIP BIOPSY
27.24,31,Dx nose mout,MOUTH BIOPSY NOS
27.29,31,Dx nose mout,ORAL CAVITY DX PROC NEC
28.11,31,Dx nose mout,TONSIL  &  ADENOID BIOPSY
28.19,31,Dx nose mout,TONSIL  &  ADENOID DX OP NEC
29.11,31,Dx nose mout,PHARYNGOSCOPY
29.12,31,Dx nose mout,PHARYNGEAL BIOPSY
29.19,31,Dx nose mout,PHARYNGEAL DX PROC NEC
21.1,32,nOR nose mou,INCISION OF NOSE
21.30,32,nOR nose mou,NASAL LESION EXCIS NOS
21.31,32,nOR nose mou,INTRANAS LES DESTRUCTION
21.32,32,nOR nose mou,NASAL LES DESTRUCT NEC
21.71,32,nOR nose mou,CLOS REDUCTION NASAL FX
21.91,32,nOR nose mou,LYSIS OF NASAL ADHESIONS
22.00,32,nOR nose mou,SINUS ASPIRAT/LAVAGE NOS
22.01,32,nOR nose mou,SINUS PUNCT FOR LAVAGE
22.02,32,nOR nose mou,SINUS LAVAGE THRU OSTIUM
22.2,32,nOR nose mou,INTRANASAL ANTROTOMY
24.0,32,nOR nose mou,GUM OR ALVEOLAR INCISION
24.31,32,nOR nose mou,GUM LESION EXCISION
24.32,32,nOR nose mou,SUTURE OF GUM LACERATION
24.39,32,nOR nose mou,GUM OPERATION NEC
25.51,32,nOR nose mou,SUTURE OF TONGUE LACERAT
25.91,32,nOR nose mou,LINGUAL FRENOTOMY
25.92,32,nOR nose mou,LINGUAL FRENECTOMY
25.93,32,nOR nose mou,LYSIS OF TONGUE ADHESION
26.0,32,nOR nose mou,INCIS SALIVARY GLND/DUCT
26.91,32,nOR nose mou,SALIVARY DUCT PROBING
27.41,32,nOR nose mou,LABIAL FRENUMECTOMY
27.51,32,nOR nose mou,SUTURE OF LIP LACERATION
27.52,32,nOR nose mou,SUTURE OF MOUTH LAC NEC
27.91,32,nOR nose mou,LABIAL FRENOTOMY
29.91,32,nOR nose mou,PHARYNGEAL DILATION
96.21,32,nOR nose mou,DILAT FRONTONASAL DUCT
96.53,32,nOR nose mou,IRRIGATION OF NASAL PASS
97.21,32,nOR nose mou,REPLACE NASAL PACKING
97.32,32,nOR nose mou,REMOVE NASAL PACKING
21.4,33,OR nose mout,RESECTION OF NOSE
21.61,33,OR nose mout,DIATHER/CRYO TURBINECTOM
21.62,33,OR nose mout,TURBINATE FRACTURE
21.69,33,OR nose mout,TURBINECTOMY NEC
21.72,33,OR nose mout,OPEN REDUCTION NASAL FX
21.99,33,OR nose mout,NASAL OPERATION NEC
22.31,33,OR nose mout,RADICAL MAXILLARY ANTROT
22.39,33,OR nose mout,EXT MAXILLARY ANTROT NEC
22.41,33,OR nose mout,FRONTAL SINUSOTOMY
22.42,33,OR nose mout,FRONTAL SINUSECTOMY
22.50,33,OR nose mout,SINUSOTOMY NOS
22.51,33,OR nose mout,ETHMOIDOTOMY
22.52,33,OR nose mout,SPHENOIDOTOMY
22.53,33,OR nose mout,MULTIPLE SINUS INCISION
22.60,33,OR nose mout,SINUSECTOMY NOS
22.61,33,OR nose mout,C-LUC EXC MAX SINUS LES
22.62,33,OR nose mout,EXC MAX SINUS LESION NEC
22.63,33,OR nose mout,ETHMOIDECTOMY
22.64,33,OR nose mout,SPHENOIDECTOMY
22.71,33,OR nose mout,NASAL SINUS FISTULA CLOS
22.79,33,OR nose mout,NASAL SINUS REPAIR NEC
22.9,33,OR nose mout,OTHER NASAL SINUS OPS
24.2,33,OR nose mout,GINGIVOPLASTY
25.1,33,OR nose mout,DESTRUCTION TONGUE LES
25.2,33,OR nose mout,PARTIAL GLOSSECTOMY
25.3,33,OR nose mout,COMPLETE GLOSSECTOMY
25.4,33,OR nose mout,RADICAL GLOSSECTOMY
25.59,33,OR nose mout,REPAIR OF TONGUE NEC
25.94,33,OR nose mout,OTHER GLOSSOTOMY
25.99,33,OR nose mout,TONGUE OPERATION NEC
26.21,33,OR nose mout,SALIVARY CYST MARSUPIAL
26.29,33,OR nose mout,SALIV LESION EXCIS NEC
26.30,33,OR nose mout,SIALOADENECTOMY NOS
26.31,33,OR nose mout,PARTIAL SIALOADENECTOMY
26.32,33,OR nose mout,COMPLETE SIALOADENECTOMY
26.41,33,OR nose mout,SUTURE OF SALIV GLND LAC
26.42,33,OR nose mout,SALIVARY FISTULA CLOSURE
26.49,33,OR nose mout,SALIVARY REPAIR NEC
26.99,33,OR nose mout,SALIVARY OPERATION NEC
27.0,33,OR nose mout,DRAIN FACE & MOUTH FLOOR
27.1,33,OR nose mout,INCISION OF PALATE
27.31,33,OR nose mout,LOC EXC BONY PALATE LES
27.32,33,OR nose mout,WIDE EXC BONY PALATE LES
27.42,33,OR nose mout,WIDE EXCISION OF LIP LES
27.43,33,OR nose mout,EXCISION OF LIP LES NEC
27.49,33,OR nose mout,EXCISION OF MOUTH NEC
27.53,33,OR nose mout,CLOSURE OF MOUTH FISTULA
27.54,33,OR nose mout,REPAIR OF CLEFT LIP
27.55,33,OR nose mout,FULL-THICK GRFT TO MOUTH
27.56,33,OR nose mout,SKIN GRAFT TO MOUTH NEC
27.57,33,OR nose mout,PEDICLE ATTACH TO MOUTH
27.59,33,OR nose mout,MOUTH REPAIR NEC
27.61,33,OR nose mout,SUTURE OF PALATE LACERAT
27.62,33,OR nose mout,CLEFT PALATE CORRECTION
27.63,33,OR nose mout,REVIS CLEFT PALAT REPAIR
27.64,33,OR nose mout,INSERT PALATAL IMPLANT (Begin 2004)
27.69,33,OR nose mout,OTH PLASTIC REPAIR PALAT
27.71,33,OR nose mout,INCISION OF UVULA
27.72,33,OR nose mout,EXCISION OF UVULA
27.73,33,OR nose mout,REPAIR OF UVULA
27.79,33,OR nose mout,OTHER UVULA OPERATIONS
27.92,33,OR nose mout,MOUTH INCISION NOS
27.99,33,OR nose mout,ORAL CAVITY OPS NEC
28.0,33,OR nose mout,PERITONSILLAR I & D
28.4,33,OR nose mout,EXCISION OF TONSIL TAG
28.5,33,OR nose mout,EXCISION LINGUAL TONSIL
28.91,33,OR nose mout,INCIS TO REMOV TONSIL FB
28.92,33,OR nose mout,EXCIS TONSIL/ADENOID LES
28.99,33,OR nose mout,TONSIL/ADENOID OPS NEC
29.0,33,OR nose mout,PHARYNGOTOMY
29.2,33,OR nose mout,EXC BRANCHIAL CLEFT CYST
29.3,33,OR nose mout,DESTRUCT PHARYNGEAL LES (Begin 1980 End 1991)
29.31,33,OR nose mout,CRICOPHARYNGEAL MYOTOMY (Begin 1991)
29.32,33,OR nose mout,PHARYNGEAL DIVERTICULEC (Begin 1991)
29.33,33,OR nose mout,PHARYNGECTOMY (Begin 1991)
29.39,33,OR nose mout,EXCIS/DESTR LES PHAR NEC (Begin 1991)
29.4,33,OR nose mout,PLASTIC OP ON PHARYNX
29.51,33,OR nose mout,SUTURE OF PHARYNGEAL LAC
29.52,33,OR nose mout,CLOS BRANCH CLEFT FISTUL
29.53,33,OR nose mout,CLOS PHARYNX FISTULA NEC
29.54,33,OR nose mout,LYSIS PHARYNGEAL ADHES
29.59,33,OR nose mout,PHARYNGEAL REPAIR NEC
29.92,33,OR nose mout,DIVIS GLOSSOPHARYNG NERV
29.99,33,OR nose mout,PHARYNGEAL OPERATION NEC
31.1,34,Tracheostomy,TEMPORARY TRACHEOSTOMY
31.21,34,Tracheostomy,MEDIASTINAL TRACHEOSTOMY
31.29,34,Tracheostomy,OTHER PERM TRACHEOSTOMY
31.42,35,Tracheoscopy,LARYGNOSCOPY/TRACHEOSCOP
31.43,35,Tracheoscopy,(CLOSED) BIOPSY LARYNX (Begin 1988)
31.44,35,Tracheoscopy,(CLOSED) BIOPSY TRACHEA (Begin 1988)
32.20,36,Pneumonectom,THORAC EXC LUNG LESION (Begin 2007)
32.21,36,Pneumonectom,EMPHYSEMA BLEB PLICATION
32.22,36,Pneumonectom,LUNG VOL REDUCT SURG (Begin 1995)
32.23,36,Pneumonectom,OPEN ABLTN LUNG LES/TISS (Begin 2006)
32.24,36,Pneumonectom,PERC ABLTN LUNG LES/TISS (Begin 2006)
32.25,36,Pneumonectom,THOR ABLTN LUNG LES/TISS (Begin 2006)
32.26,36,Pneumonectom,ABLTN LUNG TISS NEC/NOS (Begin 2006)
32.27,36,Pneumonectom,Brnc thrmplstyablt mscl (Begin 2010)
32.29,36,Pneumonectom,DESTROY LOC LUNG LES NEC
32.3,36,Pneumonectom,SEGMENTAL LUNG RESECTION (End 2007)
32.30,36,Pneumonectom,THORAC SEG LUNG RESECT (Begin 2007)
32.39,36,Pneumonectom,OTH SEG LUNG RESECT NOS (Begin 2007)
32.4,36,Pneumonectom,LOBECTOMY OF LUNG (End 2007)
32.41,36,Pneumonectom,THORAC LOBECTOMY LUNG (Begin 2007)
32.49,36,Pneumonectom,LOBECTOMY OF LUNG NEC (Begin 2007)
32.5,36,Pneumonectom,COMPLETE PNEUMONECTOMY (End 2007)
32.50,36,Pneumonectom,THORACOSPC PNEUMONECTOMY (Begin 2007)
32.59,36,Pneumonectom,OTHER PNEUMONECTOMY NOS (Begin 2007)
33.22,37,Bronchoscopy,FIBER-OPTIC BRONCHOSCOPY
33.23,37,Bronchoscopy,OTHER BRONCHOSCOPY
33.24,37,Bronchoscopy,CLOSED BRONCHIAL BIOPSY
33.26,37,Bronchoscopy,CLOSED LUNG BIOPSY
33.27,37,Bronchoscopy,CLOS ENDOSCOPIC LUNG BX (Begin 1987)
33.72,37,Bronchoscopy,ENDO PULM ARWY FLOW MSMT (Begin 2008)
33.20,38,Dx prs lung,THORACOSCOPC LUNG BIOPSY (Begin 2007)
33.25,38,Dx prs lung,OPEN BRONCHIAL BIOPSY
33.28,38,Dx prs lung,OPEN LUNG BIOPSY (Begin 1987)
33.29,38,Dx prs lung,BRONCH/LUNG DX PROC NEC (Begin 1987)
34.02,38,Dx prs lung,EXPLORATORY THORACOTOMY
34.04,39,Thoracentesi,INSERT INTERCOSTAL CATH
34.06,39,Thoracentesi,THORAC DRAIN PLEURL CAV (Begin 2007)
34.09,39,Thoracentesi,OTHER PLEURAL INCISION
34.91,39,Thoracentesi,THORACENTESIS
31.41,40,Dx respirat,TRACHEOSCOPY THRU STOMA
31.45,40,Dx respirat,OPN BX LARYNX OR TRACHEA (Begin 1988)
31.48,40,Dx respirat,OTH LARYNX DX PROCEDURE
31.49,40,Dx respirat,OTH TRACHEA DX PROCEDURE
33.21,40,Dx respirat,BRONCHOSCOPY THRU STOMA
34.20,40,Dx respirat,THORACOSCOPIC PLEURAL BX (Begin 2007)
34.21,40,Dx respirat,TRANSPLEURA THORACOSCOPY
34.22,40,Dx respirat,MEDIASTINOSCOPY
34.23,40,Dx respirat,CHEST WALL BIOPSY
34.24,40,Dx respirat,PLEURAL BIOPSY
34.25,40,Dx respirat,CLOS MEDIASTINAL BIOPSY
34.26,40,Dx respirat,OPEN MEDIASTINAL BIOPSY
34.27,40,Dx respirat,BIOPSY OF DIAPHRAGM
34.28,40,Dx respirat,DX PROCEDURE THORAX NEC
34.29,40,Dx respirat,DX PROC MEDIASTINUM NEC
31.0,41,n-OR respira,INJECTION OF LARYNX
31.93,41,n-OR respira,REPLACE TRAC/LARYN STENT
31.94,41,n-OR respira,TRACHEAL INJECTION
31.95,41,n-OR respira,TRACHEOESOPH FISTULIZAT (Begin 1989)
32.01,41,n-OR respira,ENDOSC DESTRUC BRONC LES (Begin 1989)
32.28,41,n-OR respira,ENDOSC DESTRUC LUNG LES (Begin 1989)
33.31,41,n-OR respira,DESTR PHREN-LUNG COLLAPS
33.32,41,n-OR respira,PNEMOTHORAX-LUNG COLLAPS
33.33,41,n-OR respira,PNEUMOPERIT-LUNG COLLAPS
33.71,41,n-OR respira,ENDO INSRT/REPL BRON VAL (Begin 2006)
33.73,41,n-OR respira,Endo ins/re brnc val
33.78,41,n-OR respira,ENDO REM BRONCH DEVC/SUB (Begin 2006)
33.79,41,n-OR respira,ENDO INSRT BRONC DEF/SUB (Begin 2006)
33.91,41,n-OR respira,BRONCHIAL DILATION
34.71,41,n-OR respira,SUTURE CHEST WALL LACER
34.72,41,n-OR respira,THORACOSTOMY CLOSURE
34.92,41,n-OR respira,INJECT INTO THORAX CAVIT
96.55,41,n-OR respira,TRACHEOSTOMY TOILETTE
96.56,41,n-OR respira,BRONCH/TRACH LAVAGE NEC
97.23,41,n-OR respira,REPLACE TRACH TUBE
97.37,41,n-OR respira,REMOVE TRACHEOSTOMY TUBE
97.41,41,n-OR respira,REMOV THORACOTOMY TUBE
97.42,41,n-OR respira,REMOV MEDIASTINAL DRAIN
97.43,41,n-OR respira,REMOV THORAX SUTURES
97.49,41,n-OR respira,REMOV THOR THER DEV NEC
30.01,42,OR respirato,LARYNX CYST MARSUPIALIZ
30.09,42,OR respirato,DESTRUCT LARYNX LES NEC
30.1,42,OR respirato,HEMILARYNGECTOMY
